Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
"Flashhold","Flashhold provides AGVs that can be used for automation of material movement in warehouses. The robots work in a Goods-to-man model where individual AGVs bring shelves to picking stations where an employee can pick the object ordered. The robot is capable of intelligent navigation, and receives all instructions from a central system, which manages individual orders and subsequent fulfillment. The robot has been successfully deployed at industrial warehouses and malls for material movement.","http://www.flashhold.com","undefined","Logistics","(15) Moving the many goods across the world","2014","0","China","Shanghai","Thursday, 17 December 2020","Series C","135.000.000","Not Complete","0","0"
"EasyEcom","EasyEcom provides omnichannel inventory management solutions for e-tailers. The company offers products such as inventory control, omnichannel commerce, warehouse management, accounting, reconciliation, operations and reporting & analytics. Inventory control is a technology platform which automates multi-channel inventory. It also helps in inventory forecasting and planning. Omnichannel commerce platform is used for multi-channel order and inventory management. Also offers solutions for accounting, returns management, analytics and reporting and others. Clients include Killer, CASIO, Provogue and others.","https://www.easyecom.io/","undefined","Logistics","(15) Moving the many goods across the world","2014","10","India","Bangalore","Thursday, 6 January 2022","Series A","451.509","Not Complete","0","0"
"SpaceFill","Provider of cloud-based end-to-end warehouse management solutions. The company offers solutions for managing 3PL warehouses. It helps in managing logistics and control tower operations. It includes order management, inventory visibility management, cross-dock management, stock inventory management, etc.","https://www.spacefill.eu/","undefined","Logistics","(15) Moving the many goods across the world","2018","0","France","Paris","Wednesday, 16 March 2022","Series B","36.836.360","Not Complete","0","0"
"Godamwale","SaaS-based on-demand warehousing and fulfillment service provider. It offers 3PL and fulfillment solutions with its network of tech-enabled warehouses and fulfillment centers across India with the advantage of a cutting-edge platform and a team of logistics experts.","https://godamwale.com","undefined","Logistics","(13) Offering convenient local fulfilment and delivery","2016","0","India","Mumbai","Wednesday, 15 September 2021","Seed","1.120.989","Not Complete","0","0"
"OptiFunder","OptiFundr is a provider of AI & cloud-based warehouse management systems. It uses machine learning and APIs to connect the mortgage originator's loan origination system with warehouse lenders. It creates and uploads funding request packages for loans.","https://optifunder.com","undefined","Financing","(5) Easing cash flow financing for businesses","2018","0","United States","Maryland Heights","Tuesday, 23 November 2021","Series B","25.000.000","Not Complete","0","0"
"Pivotchain Solutions","Provider of an AI-based surveillance system for monitoring customers. The product portfolio includes a video analytic tool for real-time event detection. It also provides a multi-language speech recognition solution with real-time voice analysis for voice platforms and call centres. The biometric face recognition system can detect gender, lip movement, and eye blink. Industries using the solutions are smart cities, airports, telecom, finance, logistics, and security applications.","https://pivotchain.com","undefined","Logistics","(15) Moving the many goods across the world","2017","0","India","Pune","Thursday, 20 May 2021","Seed","776.832","Not Complete","0","0"
"Ruiyun Cold Chain","Provider of cold chain distribution and storage services. It offers solutions for barcode labeling, inventory scrapping, delivery note printing, loading & unloading, warehouse management, cold chain home delivery, price insuring, and more.","https://www.rycc.net","undefined","Logistics","(13) Offering convenient local fulfilment and delivery","2020","0","China","Chaoyang","Wednesday, 4 August 2021","Seed","33.667.800","Not Complete","0","0"
"Blue Core Technology","Provider of AI-enabled robotic vision systems for warehouses. The company uses computer vision and artificial intelligence technology to give robots visual perception ability. Its offering includes armed robots, pallet handling robots, bin picking robots, projector robots, 3D movement robots, and warehouse automation robots.","http://lanxincn.com","undefined","Logistics","(15) Moving the many goods across the world","2016","0","China","Hangzhou","Tuesday, 16 November 2021","Series B","15.656.100","Not Complete","0","0"
"StowNest","Platform offering on-demand storage space rental services. The solution helps in creating a storage service plan for users. It provides ID & barcoding services for product identity. The products are stored with motion-sensing camera services.","https://stownest.com","undefined","Logistics","(14) Storing goods for the over-consumed","2018","23","India","Bangalore","Wednesday, 1 September 2021","Seed","158.826","Not Complete","0","0"
"Rightbot","Provider of an AI & web-based warehouse automation platform. The company offers robotic solutions for managing warehouse operations. Its features include autonomous replenishment, auditing, inventory management, and more.","https://www.rightbot.in/","undefined","Logistics","(13) Offering convenient local fulfilment and delivery","2020","0","India","Bangalore","Thursday, 12 November 2020","Seed","257.22","Not Complete","0","0"
"TREW","Provider of automated material handling solutions for warehouses. Their offerings include robotics for batch picking, integrated workflow management, order fulfillment, articulated arm robotics for heavy lifting of pallets, autonomous storage and retrieval picking mobile robots, and warehouse management systems with order planning and analytics features.","https://www.trewautomation.com/","undefined","Logistics","","2019","0","United States","Mason","Monday, 28 March 2022","Seed","650","Not Complete","0","0"
"Prime Robotics","Designs and develops AI-enabled robotic solutions for warehouse automation. The company has developed Autonomous Mobile Robots (AMR) and Automated Guided Vehicles (AGVs) and also offers its corresponding control software. The robots have features such as obstacle avoidance, robotic arms for picking (based on pick-to-light and put-to-light methodologies), and self-charging capabilities. Additionally, the company also offers an automated picking station.","https://primerobotics.com","undefined","Logistics​","Other","2016","0","United States","Denver","Thursday, 24 February 2022","Seed","1.999.997","Not Complete","0","0"
"Warehousing1","Provider of a tech-enabled platform for on-demand warehousing services. It allows users to book services via outsourced inventory. The company offers a digital platform for managing e-commerce fulfillment, utilization of storage spaces, warehousing, and distribution.","https://warehousing1.com","undefined","Logistics","","2018","0","Germany","Berlin","Thursday, 7 April 2022","Series A","10.902.100","Not Complete","0","0"
"Shenzhen Eicang Technology","Platform offering cross-border e-commerce management solutions for businesses. The platform helps cross-border sellers manage a complete set of process solutions such as store product development, procurement, quality inspection, warehousing, order management, customer service, financial management, and report analysis.","https://www.eccang.com/","undefined","Logistics","","2013","0","China","Nanshan","Tuesday, 3 August 2021","Series B","65.000.000","Not Complete","0","0"
"Warehouse Exchange","Warehouse Exchange is an online market platform for booking and leasing warehousing space. It allows suppliers to list their warehouses and buyers to search for and book spaces. Suppliers can increase space utilisation, manage payments and automated invoices. Buyers can scale up capacity of their booked spaces and directly interact with warehouse owners.","https://www.warehouseexchange.com:443/","undefined","Logistics","","2015","0","United States","Los Angeles","Thursday, 28 May 2020","Seed","2.200.000","Not Complete","0","0"
"Suzhou Muxing Intelligent Technology","Mushiny provides autonomous robots for warehouse applications. Its offerings are sorting robots, heavy-duty lifting robots, storage, and unmanned forklifts. The robots offer a load capacity of 3000Kg for forklifts, 1200Kg for heavy-duty robot and more. The company also provides a supporting software system to control its autonomous robots. Partners are Bosch, Delphi, Ericsson and more.","http://www.mushiny.com/","undefined","Logistics","","2016","0","China","Suzhou","Saturday, 6 June 2020","Series A","14.099.500","Not Complete","0","0"
"WAREHOWZ","Warehowz is an online marketplace for warehousing services. The company partners with warehousing providers and enables users to discover warehouses & book services. The platform also allows service providers to list their services and connect with prospective customers.","https://warehowz.com","undefined","Logistics","","2017","0","United States","Glen Allen","Tuesday, 15 September 2020","Seed","2.075.000","Not Complete","0","0"
"Seyo","Seyo provides a platform to synchronize a robotic fleet for various industries such as mining and others. It enables robots and AGVs for organizing and safely optimizing tasks in real-time without the internet. It creates a logical sequence that is not time-based for machines to work off the grid.","https://www.seyo.io/","undefined","Logistics","","2018","0","United Kingdom","0","Wednesday, 7 April 2021","Seed","2.119.810","Not Complete","0","0"
"Tag-N-Trac","Provider of warehouse asset tracking and inventory management software. The features of the software are staff and visitors access control with geofence notification, staff workflow management, real-time monitoring of medical assets, and asset tracking. The company also provides software for different retain businesses.","https://tagntrac.com","undefined","Logistics","","2019","0","United States","La Jolla","Tuesday, 25 January 2022","Series A","11.800.000","Not Complete","0","0"
"Ambidextrous Robotics","Ambidextrous Robotics provides a patent-pending software for the robotic gripper, for enabling the robot to grasp objects. The software uses deep learning and depth images to function and can be applied to a combination of bins, 3D sensors, robots, grippers, and suction tools. Areas of applications are e-commerce, assembly lines and more.","http://ambidextrous.ai","undefined","Logistics","","2018","0","United States","Berkeley","Tuesday, 5 January 2021","Series A","6.164.949","Not Complete","0","0"
"Warehouse Now","Warehouse Now offers a platform providing on-demand warehousing services. The platform helps users to book warehouses based on their specifications like short-term & long-term duration. It also provides warehouse management and transportation management solutions.","https://warehousenow.in","undefined","Logistics","","2019","70","India","Bangalore","Sunday, 2 August 2020","Seed","1.001.160","Not Complete","0","0"
"Passion","Provider of automated logistics solutions for warehouses. The company offers automated warehouse solutions that include automated guided vehicles, material handling solutions, storage equipment, lifting bin cabinet robots, loading and unloading robots.","http://passioniot.com","undefined","Logistics","","2015","0","China","Suzhou","Monday, 27 December 2021","Series A","15.702.000","Not Complete","0","0"
"Ox","Offers AI-driven warehouse management solution. The company offers solutions for enterprise resource planning, warehouse management & execution, order management, robotics & warehouse automation. Inventory management includes solutions for real-time inventory visibility.","https://getox.com","undefined","Logistics","","2019","0","United States","Bentonville","Friday, 29 January 2021","Seed","3.525.543","Not Complete","0","0"
"HC Robotics","Provider of automated storage and sorting solutions. The company offers 3-dimensional products for warehouse equipment storage & sorting operations. Their products include Omni storage - wheel system, mini library, lightning broadcast.","https://hcrobots.com","undefined","Logistics","","2019","0","China","Hangzhou","Thursday, 24 February 2022","Series A","15.832.810","Not Complete","0","0"
"Mooe Robot","Provider of AI-enabled robots for warehouse logistics automation. The robots are capable of voice tracking and interaction, autonomous navigation and handling, and can be operated by touch screen or voice control. The robots can be used for remote inspection, moving goods, and more. Some of the areas in which the robots are used are offices, malls, banks, hospital inspection and delivery, and generic factory automation.","https://mooe-robot.com","undefined","Logistics","","2016","0","China","Shanghai","Monday, 28 March 2022","Series B","2.049.460","Not Complete","0","0"
"Motion2Ai","Provider of AI & web-based robotic fleet optimization solutions for warehouses. The company offers fleet management solutions for managing & optimizing warehouse operations. It integrates with the warehouse management system to capture mobility data, analyze and predict working status, etc.","https://motion2ai.com","undefined","Logistics","","2018","0","United States","Mountain View","Tuesday, 17 August 2021","Series A","12.600.000","Not Complete","0","0"
"Fulfilld","Provider of AI and cloud-enabled digital twin platform for warehouse management. It creates a digital twin of the warehouse to understand physical layout, stock patterns, and asset utilization. Its features include ML-based ERP integration, employee wearable data integration for performance optimization, real-time simulation and data processing, and customizable alerts.","https://www.fulfilld.io/","undefined","Logistics","","2020","0","United States","Denver","Friday, 10 September 2021","Seed","2.500.000","Not Complete","0","0"
"Vimaan","Provider of web-based computer vision warehouse management solutions. The solution helps in managing inventory accuracy and visibility across the warehouses. It includes warehouse receiving, put away, cycle count auditing, inventory picking, packing, order processing, and shipping solutions.","https://vimaan.ai","undefined","Logistics","","2017","0","United States","Santa Clara","Friday, 28 January 2022","Series A","25.000.000","Not Complete","0","0"
"Shenzhen Qianhai Yueshi Information Technology Co","Provider of AI, web & IoT-enabled cold storage management solutions. The company offers IoT-enabled cold chain monitoring solutions for warehouses. It includes warehouse management, order management, transportation management, traceability solutions, customer management, and many more.","http://xxllps.com","undefined","Logistics","","2018","0","China","Shenzhen","Thursday, 16 December 2021","Series A","61.245.990","Not Complete","0","0"
"Ware","Provider of AI-enabled autonomous drone for warehouse inventory management. The drone captures the data and uploads it to the warehouse cloud, and provides inventory bin locations, counts, and insights.","https://www.getware.com/","undefined","Logistics","","2016","0","United States","San Francisco","Thursday, 22 October 2020","Seed","2.500.000","Not Complete","0","0"
"AGV Technologies","Developer of automated guided vehicles for use in factory transport and logistics management. Provides AGV carts of different types like load, dive, table, carry, lifting, fork, and off-road as well as accessories. Also, has products without reflective plate laser navigation forklifts.","http://www.agvsz.com","undefined","Logistics","","2013","0","China","Suzhou","Wednesday, 24 June 2020","Series A","4.381.140","Not Complete","0","0"
"Wareclouds","Wareclouds is a provider of cloud-based warehouse management solutions. The solution helps in storing, assembling, & delivering products from warehouses. It provides B2C & B2B delivery services. It includes warehouse fulfillment services, last-mile dispatching, inventory management, etc.","https://www.wareclouds.com/","undefined","Logistics","","2020","0","Chile","Vitacura","Friday, 22 October 2021","Seed","1.200.000","Not Complete","0","0"
"LogistCompare","Logistcompare provides an online marketplace connecting warehouse providers and businesses in need of warehousing space. Customers can compare rates, see pricing structures, chat with warehouse providers and book space online. It also provides a rating and reviews mechanism for warehouse providers. Yet to launch the product as of February 2017.","https://www.logistcompare.com","undefined","Logistics","","2017","0","United Kingdom","Ruislip","Friday, 27 March 2020","Seed","0","Not Complete","0","0"
"Inossem","Inossem provides AI & web-based supply chain management solutions and services. Product offerings include InStock- an integrated warehouse & inventory management solution, InoVat - an AI-enabled inventory optimization solution, InData - AI-enabled analytics & data management solution, ProcessGO - a document management & process automation solution (to automated financial, supply chain, IT & HR processes), and more.","https://inossem.com","undefined","Logistics​","Other","2015","0","China","Beijing","Sunday, 12 December 2021","Series C","0","Not Complete","0","0"
"Vimaan Robotics","Vimaan Robotic offers AI-enabled autonomous indoor drones. It develops autonomous indoor drones for industrial applications. The solutions help in managing warehouse operations like receiving products, put away, cycle count auditing, inventory picking, order processing, shipping, etc. The company claims to have received seed funding from Neotribe Ventures.","https://www.vimaanrobotics.com/cgi-sys/suspendedpage.cgi","undefined","Logistics","","2017","0","United States","Santa Clara","Wednesday, 15 April 2020","Seed","0","Not Complete","0","0"
"Logexa","Provider of on-demand warehousing marketplace. The platform enables users to search and find warehouse spaces based on geographical locations. Users can get quotations by searching based on product type, storage city, pallet size, etc.","https://logexa.com","undefined","Logistics","","2020","0","Saudi Arabia","Jeddah","Monday, 6 September 2021","Seed","0","Not Complete","0","0"
"AGILOX","AGILOX is a developer of AI-enabled AGVs. Its features include routing, swarm intelligence, load handling, automatic retooling, collision-free movement, and Li-ion batteries. It has been featured in Forbes Magazine. Its clients include Hettich, Fendt, and GE Appliances.","https://www.agilox.net/","undefined","Logistics","","2017","0","Austria","Vorchdorf","Monday, 28 June 2021","Seed","0","Not Complete","0","0"
"VersaBox","Provider of AMR robots as a service for intralogistics, software and tools for full automation of AMRs","https://versabox.eu","undefined","Logistics","","2013","0","Poland","Warsaw","Wednesday, 23 September 2020","Seed","2.933.540","Not Complete","0","0"
"Powerhouse AI","Provider of AI & web-based warehouse inventory counting and management solutions. The software automatically recognizes, counts, and verifies pallets and boxes. Speeds-up inbound, inventory count, and outbound. Users film the pallets and boxes and the app starts counting the inventory. Everything that can be seen by the camera, can be counted.","https://www.pwh.ai/","undefined","Logistics","","2021","0","Singapore","Singapore","Saturday, 1 January 2022","Seed","125","Not Complete","0","0"
"Shenzhen Prato Technology","Online platform offering trays and baskets for businesses. It offers trays, smart trays, molding trays, injection trays, pallet banks, for malls and factories.","https://pallet360.com","undefined","Logistics","","2017","0","China","Longgang","Thursday, 31 December 2020","Series A","15.320.480","Not Complete","0","0"
"BionicHIVE","Provider of automated robots for warehouse management. Its offers autonomous robots that have 3D movement capabilities and extend the picking face from floor to ceiling. The fleet of synchronized autonomous robots can be retrofitted onto the existing warehouse infrastructure. It also has a real-time algorithmic engine that dynamically changes the fleet management and claims to allow flexibility to the constantly changing operational needs.","https://bionichive.com","undefined","Logistics","","2014","0","Israel","Gan Hadarom","Thursday, 21 April 2022","Seed","0","Not Complete","0","0"
"Alog Tech","Alog Tech provides hardware & software solutions for AI-enabled warehouse automation & management. The company offers autonomous material handling equipment (like push carts, pallet trucks, forklifts, etc) for indoor transportation of goods. Additionally, the company also offers autonomous carts to distribution centers which have applications in logistics operations such as order picking, inventory putaway, shelf stock replenishment, cycle counting among others.","https://www.alogtech.com","undefined","Logistics","","2016","0","India","Hyderabad","Wednesday, 13 October 2021","Seed","83.092","Not Complete","0","0"
"Comma Internet Technology","Shenzhen Comma Connect Technology develops web-based wearable technology for warehouse automation purposes. Offers CommaPen- a mobile RFID-based scanner for various parameters, 'CommaCube' - an enterprise scanner based on barcode/RFID tech, and CommaWatch- a patented display terminal integrated with other devices. The data from the devices is sent to the display terminal. Claims that the devices are certified and that the company holds several patents.","http://smartcomma.com","undefined","Logistics","","2015","0","China","Nanshan","Thursday, 10 March 2022","Series A","0","Not Complete","0","0"
"Peer Robotics","Provider of automated robots for warehouse material handling. It delivers human-centric and adaptable mobile robots for efficient material movement in warehousing, manufacturing, and assembly lines. The solutions offer features for warehouse picking, packaging, sorting, and visual inspection.","https://www.peerrobotics.ai/","undefined","Logistics","","2019","0","India","Gurgaon","Wednesday, 27 January 2021","Seed","20","Not Complete","0","0"
"Litmus Eye","Litmuseye provides a full-stack platform for logistic warehouse management. It offers an AI-driven planning tool to optimize operations across the supply chain. It also offers solutions for damage assessment, warehouse management, billing, and more.","https://www.litmuseye.com/","undefined","Logistics","","2020","0","India","Bangalore","Monday, 14 September 2020","Seed","55.089","Not Complete","0","0"
"DjangoRobotics","Provider of autonomous mobile robots for logistics and warehousing solutions. It allows users to automate the movement of assets in e-commerce, electronics, medicine, manufacturing, and other enterprise applications.","http://www.djangorobotics.com","undefined","Logistics","","2019","0","China","Baoshan","Thursday, 30 September 2021","Series A","0","Not Complete","0","0"
"Quarion Technology","Quarion Technology is a provider of precision location systems for forklifts. Its offerings include a network of radio devices and algorithms to geofence and locate vehicles; systems to prevent trailer creep and early departure accidents; systems for collision avoidance and speed-lowering in unsafe zones; and technologies to interface forklift throttles and ECUs.","https://quariontechnology.com","undefined","Logistics","","2015","0","United States","Evansville","Tuesday, 28 January 2020","Seed","700","Not Complete","0","0"
"AICRobo","Manufacturer of mobile robot systems for industrial applications. The robot is capable of autonomous navigation and can perform picking in a warehouse environment. Other features in the robot platform are indoor positioning, obstacle avoidance, and path planning. It uses computer vision and multilevel sensor fusion technologies.","https://www.aicrobo.com","undefined","Logistics","","2013","0","China","Shenzhen","Wednesday, 2 September 2020","Seed","0","Not Complete","0","0"
"Spaceful","Offers a platform for leasing on-demand self-storage units. The platform helps users to store their products on-demand in the self-storage units. The products are picked up & stored in the warehouses and later delivered to the customers when needed.","https://app.spaceful.ca","undefined","Logistics","","2016","0","Canada","Montreal","Wednesday, 14 July 2021","Seed","1.300.000","Not Complete","0","0"
"Macondo Vision","Macondo Vision is an AI-based employee monitoring software solution. The platform collects performance data from the cameras and converts the data into insights using machine-learning-based algorithms and analyze and generate reports about weakness in the production and recommends solutions to improve performance. The product is used by retail, manufacturing and hospitality industries.","https://www.macondovision.com/","undefined","Logistics","","2019","0","United States","Atlanta","Tuesday, 10 March 2020","Seed","275","Not Complete","0","0"
"ELI WMS","ELI WMS is an AI & SaaS-based Warehouse Management System. The hardware-agnostic solution enables users to manage/monitor inventory & warehouses in real-time. The solution also features/enables drone-based inventory management, AI-enabled space allocation, RFID-based data acquisition, and more.","https://eliwms.com","undefined","Logistics​","Other","2017","0","Italy","Brescia","Sunday, 20 December 2020","Seed","367.539","Not Complete","0","0"
"Wanda","Provider of storage services for individuals and businesses. It offers services such as free pickup & delivery, storage, monitoring, and more. Users can create accounts to manage their belongings.","https://wanda.space/no","undefined","Logistics","","2019","0","Norway","Oslo","Monday, 16 May 2022","Series A","0","Not Complete","0","0"
"Daoke Intelligence","Offers AI & SaaS-based logistics automation solutions. The company develops automation operating systems for intralogistics & warehouse operations. It also develops tech-driven solutions for supply chain, shipping, last-mile transportation, and more.","0","undefined","Logistics","","2019","0","China","0","Monday, 28 February 2022","Seed","0","Not Complete","0","0"
"Nuro","Provider of AI-enabled autonomous delivery vehicles for logistics deliveries. The company develops and operates a fleet of electric and fully autonomous vehicles that are built to deliver local goods from pizza to prescriptions. It features 360° cameras, Lidar, short-range radar, long-range radar, and ultrasonic sensors.","https://www.nuro.ai","undefined","Logistics​","Other","2016","644","United States","Menlo Park","Tuesday, 2 November 2021","Series D","2.132.000.000","Not Complete","0","0"
"Pickrr","Pickrr is a provider of AI & SaaS-based marketplace offering end-to-end delivery services. Provides doorstep picking and packing. Acts as a closed marketplace for courier services. Provides an online platform for businesses to book their shipping requirements, track shipments and generate reports. Has shipping to domestic and international locations and supports 6k+ pin codes for reverse logistics.","https://www.pickrr.com","undefined","Logistics","","2015","286","India","Faridabad","Wednesday, 11 August 2021","Series B","16.361.142","Not Complete","0","0"
"Ninja Van","Ninja Van is an app-based platform providing last-mile B2C courier services. Enterprises, e-stores, and businesses can register on the platform and select courier services for doorstep delivery of their packages. They can create orders, track shipments, upload bulk orders, enter shipping details, schedule deliveries, and receive customer payments. Its clients include Unilever and Lazada.","https://www.ninjavan.co/","undefined","Logistics","","2014","0","Singapore","Singapore","Sunday, 26 September 2021","Series E","1.100.646.600","Not Complete","0","0"
"BureauOne","BureauOne is an online rental platform offering furniture for offices. The company claims to rent their furniture based on 3 categories; for startups, for enterprises, and for remote work. It also claims that it offers 3D visualizations based on the office's plans and users can browse from 1000s of products and create a customized quote and get them delivered within 7 days.","http://www.bureauone.com/","undefined","Furnishings & Appliances​","(1) New services for a new age","2013","0","United States","San Francisco","Saturday, 0 January 1900","Funding Raised","0","Not Complete","1","0"
"LetsTransport","Provider of last-mile logistics services for online businesses. It offers pickup services for sellers, mid-mile, & last-mile deliveries from warehouses. It also provides last-mile transportation from stores to retailers and customers, unit-customized services, cold chain logistics, and end-to-end delivery service management. Its clients include Coca-Cola, Amazon, Nestle, and Flipkart. Its services are offered in cities like Bangalore, Mumbai, Chennai, and more.","https://letstransport.in","undefined","Logistics","","2015","1.135","India","Bangalore","Wednesday, 17 November 2021","Series B","0","Not Complete","0","0"
"Stord","STORD is a cloud-based platform offering end-to-end logistics solutions for online businesses. The company offers a platform with a network of warehouses with excess capacity for additional fulfillment and distribution. It offers fulfillment, warehousing, and freight for B2C and B2B, with integrated software to optimize the visibility of the supply chain. Its additional offerings include drayage management, a single dashboard, and more.","https://www.stord.com/","undefined","Logistics","","2015","0","United States","Atlanta","Tuesday, 10 May 2022","Series D","326.759.968","Not Complete","0","0"
"ShipBob","Provider of end-to-end e-commerce fulfillment solutions for direct-to-consumer brands. The company offers a logistics platform that fulfills e-commerce orders for direct-to-consumer brands. Using its proprietary software across the fulfillment network, orders are automatically sent to the warehouses, the inventory is picked & packed, and shipped to the customers. The company's services include warehousing, custom packaging, package delivery, return management and also offer software for combining orders, inventory management, customer communication, predictive data, and insights. Its platform integrates with e-stores like Shopify, Amazon, Woocommerce, eBay, and more.","https://www.shipbob.com/","undefined","Logistics","","2014","0","United States","Chicago","Tuesday, 29 June 2021","Series E","331.699.796","Not Complete","0","0"
"Flash Express","Flash Express is an end-to-end mid-market transaction advisory firm. The company provides services in transaction advisory, capital raising (equity & debt syndication), M&A tax & regulatory advisory, corporate transformation, growth strategy, wealth management, and multi-family office. It caters to various industries like real estate, life sciences, healthcare, consumer retail, food & agriculture.","https://www.flashexpress.com","undefined","Logistics","","2017","0","Thailand","Bangkok","Tuesday, 1 June 2021","Series E","550.000.000","Not Complete","0","0"
"Budbee","Budbee is a provider of scheduled e-commerce delivery services. It offers same-day deliveries, scheduled deliveries, and returns services. It enables delivery tracking, order booking, and specification of address details. Its app is available across both Android and iOS platforms. Its clients include Zalando, H&M, Sportamore, and others. It also offers a smart delivery service where the parcel delivered to the Budbee Box and the customers will receive the pin code to access the box.","https://app.budbee.com/","undefined","Logistics","","2015","0","Sweden","Stockholm","Monday, 23 May 2022","Series C","112.076.000","Not Complete","0","0"
"Huboo","Provider of SaaS-driven order fulfillment solution for e-commerce sellers. The platform helps online businesses with eCommerce order fulfillment solutions. The sellers can signup on the platform by providing business and operational needs. The sellers can add the products to Huboo by selecting at a time or by bulk upload. The company takes care of the picking, packing, and posting to the end customers. It also offers a Huboo dashboard that allows to track the inbound goods, monitor stock levels and sales in real-time. It integrates with eCommerce sales channels, marketplaces, etc.","https://www.huboo.com/","undefined","Logistics","","2017","0","United Kingdom","Bristol","Wednesday, 6 October 2021","Series B","102.354.610","Not Complete","0","0"
"Lyght Living","Lyght Living is an online rental platform for home furniture. Users can select and rent products across categories like furniture sets, tables, brads, mattresses, sofas, lighting equipment, and more. The company offers brands like Vitra, Hay, Muuto, and others.","http://lyght-living.de","undefined","Furnishings & Appliances​","(1) New services for a new age","2018","0","Germany","Berlin","Saturday, 0 January 1900","Funding Raised","0","Not Complete","1","0"
"Design Cafe","Design Cafe is an online booking platform for interior design services. Users can browse and select interior designs of homes from various design templates such as modular kitchen designs, wardrobe designs, bedroom designs, living room designs, and more on the platform. Users can book consultations via the platform with design professionals. The company provides tools for users to visualize their homes using virtual reality including customization of the paint color of walls, windows, curtains, and other accessories. The company has partnered with Hettich, REHAU, and Elica among others.","https://www.designcafe.com/","undefined","Furnishings & Appliances​","(1) New services for a new age","2015","599","India","Bangalore","Tuesday, 1 June 2021","Series B","59.184.710","Not Complete","1","0"
"Veho","Veho provides AI-enabled last-mile delivery services for e-commerce companies. The company operates a network of crowdsourced drivers having their own vehicles to deliver packages. The company also uses proprietary software tools such as mobile apps for drivers & operational dashboards (with features such as route planning, e-POD, AI-enabled analytics, etc) for delivery managers.","https://shipveho.com","undefined","Logistics","","2016","0","United States","Boulder","Tuesday, 15 February 2022","Series B","300.000.000","Not Complete","0","0"
"Homepolish","Homepolish is an online platform providing interior designers on-demand. The company connects its users with a pre-vetted interior-designer who collaborates with the users to create a custom design proposal and a catalog of products for purchase. The company provides end-to-end product management services including purchasing concierge services.","https://homepolish.com","undefined","Furnishings & Appliances​","(1) New services for a new age","2012","0","United States","New York City","Friday, 22 January 2016","Series A","16.973.311","Not Complete","1","0"
"Route","Route offers solutions for tracking e-commerce packages. The platform allows users to visualize the route of their online orders. It enables the initiation of refund and reordering of lost, damaged, or stolen items. The mobile application connects merchants and customers and is available for IOS users.","https://route.com","undefined","Logistics","","2018","0","United States","Lehi","Friday, 21 January 2022","Series B","339.500.000","Not Complete","0","0"
"Load Share","Load Share is an analytics-driven logistics solutions provider for SMBs. The services offered include multi-format documents, e-commerce forward deliveries, last-mile application, shipment visibility at every node, reverse pickups, industry-specific services such as KYC, and non-doc B2B shipments.","https://loadshare.net","undefined","Logistics","","2017","338","India","Bangalore","Friday, 28 January 2022","Series C","61.151.082","Not Complete","0","0"
"3Kongjian","3Kongjian is an online marketplace to find home interior designers. Users can find the portfolio and the designs offered by various designers on the platform and book their services. Has reviews and ratings for each designer based on which users can curate their results. Records feedback from the past customers and keeps the new users intimated about designer's track record. Also takes a security deposit from the designers to make sure that he/she will not back out in the middle of the job.","https://www.3kongjian.com/city/?redirect=/","undefined","Furnishings & Appliances​","(1) New services for a new age","2014","0","China","Beijing","Monday, 12 January 2015","Series A","10.000.000","Not Complete","1","0"
"Furnishr","Furnishr (rebranded from Four Walls) is an online furnishings service provider. It creates and sells its room designs and sources all its furniture and decor items from manufacturers. Users can purchase the room designs and get it installed by the Furnishr team within 5-15 working days. It provides its services in all the cities of Canada and the USA.","https://furnishr.com","undefined","Furnishings & Appliances​","(1) New services for a new age","2015","0","Canada","Toronto","Saturday, 30 December 1899","Seed","0","Not Complete","1","0"
"Einride","Einride develops autonomous electric shuttles and freight mobility platform. It offers a digitized freight mobility platform and autonomous electric shuttles with features like anti-traffic collision, remote monitoring, and more. Also, the platform gathers data and optimizes its performance. It provides solutions for shippers and carriers.","https://www.einride.tech/","undefined","Logistics","","2016","0","Sweden","Stockholm","Thursday, 6 May 2021","Series B","160.446.200","Not Complete","0","0"
"Infurnia","Infurnia is a provider of in-store technology solution provider for furniture retailers. It provides room virtualization technology that enables consumers to create a digital replica of their rooms to customize the look of furniture in the room. Also offers in-store technologies for retailers to exhibit their furniture catalog to retail customers. The company offers the solution on subscription-based.","https://www.infurnia.com/","undefined","Space Design & Management​","(1) New services for a new age","2014","0","India","Bangalore","Saturday, 30 December 1899","Seed","1.040.091","Not Complete","1","0"
"AutoX","AutoX provides an AI-enabled platform offering solutions for self-drive vehicles and grocery delivery services. It offers various services like Robotaxi offers autonomous taxi services. Robo trucks for grocery deliveries. It has developed a full-stack level-4 autonomous driving technology combining real-time camera vision, sensors, and AI software. It offers a mobile application through which users can order groceries and get them delivered to their doorstep through its customized Lincoln MKZ car equipped with AutoX's self-driving system.","https://www.autox.ai/","undefined","Logistics","","2016","0","United States","San Jose","Monday, 13 April 2020","Series A","267.000.000","Not Complete","0","0"
